parts_id,Line,Part,Description,Loc,Mfg,QOH,Qty  Available,Retail,Committed Qty,Seq #,Retail Alt,Repl Cost,Repl Cost Alt,Avg Cost Prc
3095,ACL,SP91442,Glow Plug Relay FOR STEEL PLUG,,,0,0,357.14,0,847400,357.14,202.9,202.9,202.9
3096,ACL,SP94030,Wiper Linkage,,,0,0,126,0,847700,126,87.79,87.79,87.79
3097,ACL,SP94060,Wiper Motor,,,0,0,188.15,0,848000,188.15,122.3,122.3,122.3
3098,ACL,SP69960D,"Tire Sensor, TPMS",,,0,0,158.57,0,848300,158.57,85.75,85.75,85.75
3099,ACL,SP88810D,"DOOR HINGE,REAR(DOR924116)",,,0,0,180.75,0,848600,180.75,143.84,143.84,143.84
3100,ACL,1296T,timing BELT IDLER PULLEY,,,0,0,16.92,0,849200,16.92,11,11,11
3101,ACL,1377T,OIL FILTER,,,0,0,25,0,849500,25,11,11,9.75
3102,ACL,1387T,Oil Filter Bracket Seal,,,0,0,4.38,0,849600,4.38,2.85,2.85,2.85
3103,ACL,1445T,THERMOSTAT HOSI,,,0,0,11.43,0,849900,11.43,3.65,3.65,3.65
3104,ACL,1455T,THERMOSTAT HOSI,,,1,1,11.4,0,850200,11.4,3.65,3.65,3.65
3105,ACL,1458T,THERMOSTAT OEM,,,2,2,56.86,0,850500,56.86,16.17,16.17,23.085
3106,ACL,1463T,THERMOSTAT,,,1,1,38.46,0,850800,38.46,17.5,17.5,17.5
3107,ACL,1472T,WATER FLANGE,,,1,1,21.8,0,851100,21.8,5.25,5.25,5.25
3108,ACL,1473T,Water Flange,,,1,1,11.2,0,851400,11.2,7.28,7.28,7.28
3109,ACL,1620T,EXH GASKET,,,0,0,8.57,0,851700,8.57,3.75,3.75,3.75
3110,ACL,1677T,THROTTLE BODY,,,0,0,512.5,0,852000,512.5,177.79,177.79,177.79
3111,ACL,1806T,BOOST PRE SENSR,,,0,0,107.11,0,852300,107.11,55,55,42
3112,ACL,1808T,Serpentine Belt Tensioner,,,1,1,169.23,0,852600,169.23,91.5,91.5,77
3113,ACL,1811T,Serpentine Belt Tensioner,,,1,1,86.31,0,852900,86.31,56.1,56.1,56.1
3114,ACL,2195T,BOLT,,,0,0,1.2,0,853200,1.2,0.8,0.8,0.8
3115,ACL,2894T,BELT TENSIONER/  NTN,,,1,1,82.86,0,853500,82.86,43,43,43
3116,ACL,2895T,BELT TENSIONER,,ACL,1,1,110.71,0,853800,110.71,42,42,42
3117,ACL,2910T,Serpentine Belt Tensioner,,,1,1,50,0,854100,50,26,26,24
3118,ACL,6203T,CABLE,,,0,0,,0,854400,,22,22,22
3119,ACL,8451T,Hood Shock,,,2,2,35.71,0,854700,35.71,18,18,18
3120,ACL,9001T,TENSIONER,,,0,0,101.1,0,855000,101.1,46,46,46
3121,ACL,9029T,Serpentine Belt Tensioner,,ACL,1,1,127.86,0,855300,127.86,62,62,62
3122,ACL,9031T,Serpentine Belt Tensioner,,,1,1,107.14,0,855600,107.14,55,55,55
3123,ACL,9033T,Serpentine Belt Tensioner,,ACL,1,1,79.29,0,855900,79.29,40,40,40
3124,ACL,9037T,Serpentine Belt Tensioner,,ACL,1,1,178.57,0,856200,178.57,85,85,85
3125,ACL,9038T,BELT TENSIONER,,,0,0,106.13,0,856500,106.13,53,53,53
3126,ACL,9039T,Serpentine Belt Tensioner,,,1,1,114.29,0,856800,114.29,56.18,56.18,56.18
3127,ACL,9040T,SERPENTINE BELT TENSIONER,,,0,0,128.57,0,857100,128.57,63,63,63
3128,ACL,9227T,Fuel Level Sender,,,0,0,98.51,0,857400,98.51,51.4,51.4,48.96
3129,ACL,9245T,GLOW PLUG MODULE,,,0,0,184.62,0,857500,184.62,120,120,120
3130,ACL,9268T,AIR FLOW METER,,,0,0,197.94,0,857800,197.94,87.96,87.96,87.96
3131,ACL,9319T,SPEED SENSOR,,,1,1,56.92,0,858100,56.92,37,37,37
3132,ACL,1620TB,"M10X50,TURBO TO MANIFOLD BOLT",,,0,0,16.92,0,858400,16.92,11,11,11
3133,ACL,1498U,Rad Hose Quick Connect UPPER,,,0,0,31.57,0,858700,31.57,14.36,14.36,14.36
3134,ACL,1787U,OIL LINE GASKET,,,0,0,4.32,0,858800,4.32,2.81,2.81,2.81
3135,ACL,1806U,BOOST PRESS SENSOR,,,0,0,43.85,0,859200,43.85,28.5,28.5,28.5
3136,ACL,5619U,SUPPORT RING,,,2,2,7.14,0,859500,7.14,2.25,2.25,2.2
3137,ACL,1096V,Oil Pan,,,0,0,204.29,0,859800,204.29,97,97,97
3138,ACL,VO1384,OIL FILTER/LR1388,,,1,1,18.46,0,860100,18.46,12,12,12
3139,ACL,1455V,THERMOSTAT HOUSING,,,1,1,,0,860200,,82.78,82.78,82.78
3140,ACL,1456V,THERMOSTAT ADAPTER,,ACL,1,1,23.57,0,860500,23.57,9,9,9
3141,ACL,2019V,FUEL FILTER,,,1,1,30.71,0,860800,30.71,13.5,13.5,13.5
3142,ACL,4990V,CV BOOT KIT,,,1,1,27.94,0,861100,27.94,15,15,12
3143,ACL,6706V,Rear Brake Hose,,,2,2,14.29,0,861400,14.29,7.25,7.25,7.25
3144,ACL,8113V,Heater Core,,,0,0,99.75,0,861700,99.75,72,72,72
3145,ACL,9143V,CRANK SENSOR,,,0,0,115.37,0,862000,115.37,56.76,56.76,56.76
3146,ACL,9216V,RELAY,,,0,0,8.88,0,862100,8.88,5.15,5.15,5.15
3147,ACL,9224V,FUEL PUMP,,,1,1,360.71,0,862400,360.71,125.13,125.13,125.13
3148,ACL,V9248,BOSH 13190,,,0,0,126.79,0,862700,126.79,43.98,43.98,43.98
3149,ACL,V9257,Automotive Part Department,,,0,0,185.71,0,863000,185.71,64.42,64.42,64.42
3150,ACL,V04500,CV BOOT,,,0,0,21.44,0,863300,21.44,10.51,10.51,10.51
3151,ACL,VO-0902,SEAL,,,0,0,17.41,0,863900,17.41,8.53,8.53,8.53
3152,ACL,VO-0905,SEAL,,,0,0,7.37,0,864200,7.37,3.61,3.61,3.61
3153,ACL,VO-0909,CAMSHAFT PLUG,,ACL,2,2,7.14,0,864500,7.14,3.09,3.09,3.09
3154,ACL,VO1112,DRAIN PLUG,,,4,4,6.51,0,864900,6.51,1.56,1.56,1.56
3155,ACL,VO-1127,DRIAIN PLUG GASKET,,ACL,0,0,0.71,0,865200,0.71,0.2,0.2,0.18
3156,ACL,VO1150,OIL FILLER CAP SEAL,,,0,0,,0,865600,,0.8,0.8,0.8
3157,ACL,VO1163,Throttle Housing Gasket,,,0,0,13.57,0,865900,13.57,2.95,2.95,4.75
3158,ACL,VO1276,Tension Pulley,,,0,0,81.94,0,866200,81.94,53.26,53.26,53.26
3159,ACL,VO-1282,BELT TENSIONER,,,1,1,107.14,0,866500,107.14,58.05,58.05,58.05
3160,ACL,VO-1286,VVT--EXHAUST,,,0,0,152.88,0,866600,152.88,112.56,112.56,112.56
3161,ACL,VO1355,VVT GSK,,,0,0,,0,866900,,3.99,3.99,3.99
3162,ACL,VO1362,OIL TRAP,,,0,0,407.14,0,867200,407.14,195,195,195
3163,ACL,VO1383,OIL FILTER HU7198X,,,3,3,14.92,0,867300,14.92,9.7,9.7,9.7
3164,ACL,VO1405,WATER PUMP,,,1,1,89.29,0,867600,89.29,51.5,51.5,51.5
3165,ACL,VO-1412,Water Pump,,,0,0,85.57,0,867700,85.57,55.62,55.62,55.62
3166,ACL,VO-1414,WATER PUMP,,,0,0,271.42,0,867800,271.42,176.42,176.42,176.42
3167,ACL,VO1425,Expansion Tank Recovery Hose,,,0,0,23.71,0,868100,23.71,15.88,15.88,15.41
3168,ACL,VO-1450,HOSE,,,0,0,43.39,0,868400,43.39,21.26,21.26,21.26
3169,ACL,VO-1432,LOWER RAD HOSE,,,0,0,43.42,0,868400,43.42,28.22,28.22,28.22
3170,ACL,VO1462,THERMOSTAT,,,1,1,55.69,0,868700,55.69,33.5,33.5,33.5
3171,ACL,VO1464,THERMOSTAT OEM,,,0,0,35.39,0,869000,35.39,16.1,16.1,16.1
3172,ACL,VO-1467,THERMOSTAT W/HOUSING,,,0,0,120.23,0,869000,120.23,78.15,78.15,78.15
3173,ACL,VO-1470,THERMOSTAT GASKET 4CYL,,,0,0,0.75,0,869000,0.75,0.49,0.49,0.49
3174,ACL,VO-1471,THERMOSTAT GASKET,,,1,1,3,0,869000,3,1.95,1.95,1.95
3175,ACL,VO-1473,THERMOSTAT GASKET,,,0,0,3.06,0,869000,3.06,1.99,1.99,1.99
3176,ACL,VO1510,Expansion Tank,,,0,0,44.51,0,869300,44.51,28.93,28.93,28.93
3177,ACL,VO1514,EXPANSION TANK,,,0,0,58.03,0,869600,58.03,28.63,28.63,28.63
3178,ACL,VO1517,Expansion Tank,,,0,0,47.62,0,869900,47.62,30.95,30.95,30.95
3179,ACL,VO-1607,AIR FILTER,,,0,0,17.2,0,870300,17.2,8.96,8.96,8.96
3180,ACL,VO1611,AIR FILTER,,,1,1,24.11,0,870700,24.11,10.76,10.76,10.453
3181,ACL,VO1613,AIR FILTER,,,2,2,28.57,0,871000,28.57,14.05,14.05,13.85
3182,ACL,VO1615,AIR FILTER,,,0,0,,0,871100,,12.35,12.35,12.35
3183,ACL,VO1632,CABIN FILTER,,,4,4,25,0,871400,25,9.75,9.75,9.188
3184,ACL,VO-1634,Cabin Filter,,,1,1,14.42,0,871500,14.42,9.37,9.37,9.37
3185,ACL,VO1636,CABIN  FILTER,,,1,1,27.23,0,871800,27.23,11.74,11.74,11.74
3186,ACL,VO1734,FUEL PRESSURE REG,,,0,0,191.52,0,871900,191.52,71.96,71.96,114
3187,ACL,VO1743,FUEL FILTER,,,0,0,29.53,0,872200,29.53,11.84,11.84,11.84
3188,ACL,VO1744,FUEL FILTER,,,0,0,46.21,0,872500,46.21,16.04,16.04,19.94
3189,ACL,VO1745,FUEL FILTER,,,2,2,33.57,0,872800,33.57,13.75,13.75,13.75
3190,ACL,VO1747,FUEL FILTER,,,1,1,35.69,0,873100,35.69,13.13,13.13,13.13
3191,ACL,VO1800,OIL COOLER,,,0,0,,0,873500,,83.95,83.95,83.95
3192,ACL,VO1929,EG MOUNT,,,0,0,69.11,0,873800,69.11,34.38,34.38,34.38
3193,ACL,VO-1934,ENGINE MOUNT,,,0,0,180.29,0,874100,180.29,94.65,94.65,94.65
3194,ACL,VO1935,Lower Engine Mount,,ACL,0,0,79.29,0,874400,79.29,33,33,33
3195,ACL,VO1946,BUSHING,,,1,1,19.1,0,874700,19.1,6.37,6.37,6.37
3196,ACL,VO1949,MOTOR MOUNT UPP,,,1,1,93.63,0,875000,93.63,69.22,69.22,69.22
3197,ACL,VO1950,BUSHING,,,0,0,24.58,0,875100,24.58,15.3,15.3,15.3
3198,ACL,VO3322,ANGLE GEAR SEAL & SHAFT SEAL,,,0,0,34.07,0,875400,34.07,15.5,15.5,15.5
3199,ACL,VO-4240,"Steering Limiter,18.7",,,0,0,15,0,875500,15,6.95,6.95,6.95
3200,ACL,VO4241,STEERING LIMITER,,,0,0,21.43,0,875800,21.43,6.95,6.95,6.95
3201,ACL,VO4267,LOWER CONTROL ARM,,,0,0,205.47,0,876100,205.47,93.49,93.49,93.49
3202,ACL,VO4268,LOWER CONTROL ARM,,,0,0,205.47,0,876400,205.47,93.49,93.49,93.49
3203,ACL,VO4269,BALL JOINT,,ACL,0,0,50.86,0,876700,50.86,19.05,19.05,19.05
3204,ACL,VO-4272,BALL JOINT L&R,,,1,1,73.14,0,877000,73.14,38.26,38.26,38.26
3205,ACL,VO4285,LH LOWER CONTROL ARM 21MM,,,0,0,236.09,0,877300,236.09,126.26,126.26,126.26
3206,ACL,VO4286,"Ball Joint, LH & RH",,,1,1,44.62,0,877600,44.62,29,29,29
3207,ACL,VO-4330,REAR CONTROL LINK,,,0,0,73.63,0,878000,73.63,36.08,36.08,36.08
3208,ACL,VO-4481,FRONT BEARING,,,0,0,357.14,0,878400,357.14,175,175,175
3209,ACL,VO-4500,CV BOOT KIT,,,1,1,31.03,0,878800,31.03,10.72,10.72,10.72
3210,ACL,VO-4501,CV BOOT KIT,,,0,0,6.13,0,879100,6.13,3,3,3
3211,ACL,VO4503,CV BOOT KIT,,,2,2,26.11,0,879400,26.11,12.5,12.5,12.42
3212,ACL,VO4507,CV BOOT,,,0,0,28.9,0,879700,28.9,9.23,9.23,9.23
3213,ACL,VO4515,INNER BOOT,,,0,0,23.85,0,879800,23.85,19.5,19.5,19.5
3214,ACL,VO-4574,Spring Seat,,,0,0,60,0,880100,60,30.5,30.5,30.5
3215,ACL,VO4575,Spring Seat,,,0,0,42.86,0,880400,42.86,18.25,18.25,15.3
3216,ACL,VO4592,"Coil Spring,Front",,,0,0,138.09,0,880700,138.09,89.76,89.76,89.76
3217,ACL,VO-4593,"Coil Spring,Front",,,0,0,85.71,0,881000,85.71,40.63,40.63,40.63
3218,ACL,VO4596,"Coil Spring,Front",,,0,0,69.23,0,881400,69.23,45,45,45
3219,ACL,VO-4609,FRONT STRUT,,,0,0,210.66,0,881700,210.66,163.75,163.75,163.75
3220,ACL,VO-4612,SHOCK,,,0,0,348.1,0,882000,348.1,182.75,182.75,182.75
3221,ACL,VO4615,FT STURT,,,0,0,238.14,0,882300,238.14,167.16,167.16,167.16
3222,ACL,VO-4618,ELECTRIC SHOCK,,,0,0,"1,109.23",0,882400,"1,109.23",721,721,721
3223,ACL,VO4621,Front Suspension Bump Stop,,,0,0,34.07,0,882700,34.07,15.5,15.5,15.5
3224,ACL,VO-4631,STRUT MOUNT,,,0,0,46.57,0,883000,46.57,22.81,22.81,22.81
3225,ACL,VO4634,STRUT MOUNT BEARING,,,0,0,64.93,0,883300,64.93,32.45,32.45,32.45
3226,ACL,VO4635,Strut Mount Bearing,,,0,0,69.84,0,883600,69.84,36.82,36.82,36.82
3227,ACL,VO-4641,REAR STRUT MOUNT,,,0,0,47.54,0,883900,47.54,21.63,21.63,21.63
3228,ACL,VO4642,REAR STRUT MOUNT,,,0,0,15.2,0,884200,15.2,9.88,9.88,9.88
3229,ACL,VO4643,REAR STRUT MOUNT,,,0,0,41.43,0,884500,41.43,19.3,19.3,19.3
3230,ACL,VO4653,SWAYBAR BUSHING ALT-3546730,,ACL,0,0,,0,884800,,,,
3231,ACL,VO4673,SWAY L. K80425,,,1,1,56.97,0,885100,56.97,20.4,20.4,20.4
3232,ACL,VO4678,Front Stabilizer Link,,,1,1,53.97,0,885400,53.97,24.56,24.56,24.56
3233,ACL,VO4679,Stabilizer Link,,,0,0,35.66,0,885500,35.66,23.18,23.18,23.18
3234,ACL,VO4715,INNER TIE ROD 274353,,,2,2,40.71,0,885800,40.71,16.22,16.22,16.22
3235,ACL,VO-4750,TIE ROD END,,,0,0,16.4,0,886100,16.4,10.66,10.66,10.66
3236,ACL,VO4751,TIE ROD END,,,1,1,45,0,886400,45,17.7,17.7,17.7
3237,ACL,VO-4756,TIE ROD END (R),,,0,0,49.09,0,886700,49.09,24.05,24.05,24.05
3238,ACL,VO4759,TIE ROD END SD67031,,,2,2,62.43,0,887000,62.43,30.59,30.59,30.59
3239,ACL,VO4760,"Tie Rod End, LH",,,2,2,62.43,0,887300,62.43,30.59,30.59,30.59
3240,ACL,VO4767,RH.TIE ROD OUTR,,,0,0,46.94,0,887600,46.94,29,29,29
3241,ACL,VO4768,LH.TIE ROD OUTR,,,1,1,56.89,0,887900,56.89,28.27,28.27,28.27
3242,ACL,VO4769,TIE ROD END,,,1,1,50.46,0,888200,50.46,27.9,27.9,27.9
3243,ACL,VO4980,VOLVO CV BOOT,,,3,3,25.71,0,888500,25.71,12.24,12.24,12.24
3244,ACL,VO5482,REAR WHEEL BEARING,,,0,0,223.77,0,888900,223.77,145.45,145.45,145.45
3245,ACL,VO-5510,COIL SPRING REAR,,,0,0,45,0,889200,45,30,30,30
3246,ACL,VO-5516,REAR COIL SPRING,,,0,0,80,0,889500,80,40,40,40
3247,ACL,VO5519,"Coil Spring,Rear",,,0,0,43.08,0,889800,43.08,28,28,28
3248,ACL,VO-5522,REAR COIL SPRING,,,0,0,61,0,890100,61,42.09,42.09,42.09
3249,ACL,VO-5521,REAR COIL SPRING,,,0,0,93.05,0,890100,93.05,60.48,60.48,60.48
3250,ACL,VO5524,"Coil Spring,Rear Left",,,0,0,115.65,0,890400,115.65,75.17,75.17,75.17
3251,ACL,VO5528,"Coil Spring,Rear Right",,,0,0,115.65,0,890700,115.65,75.17,75.17,75.17
3252,ACL,VO-5539,REAR SHOCK,,,0,0,99.98,0,891000,99.98,78,78,78
3253,ACL,VO5548,REAR SHOCK,,,0,0,180,0,891300,180,126.68,126.68,168
3254,ACL,VO-5552,REAR ELECTRIC SHOCK,,,0,0,"1,109.23",0,891400,"1,109.23",721,721,721
3255,ACL,VO6169,PARKING BRAKE CABLE,,,0,0,35.37,0,891500,35.37,22.99,22.99,22.99
3256,ACL,VO-6180,Brake Cable,,,0,0,58.57,0,891800,58.57,28.63,28.63,28.63
3257,ACL,VO6182,BRAKE HOSE,,,2,2,85.43,0,892100,85.43,40.13,40.13,40.13
3258,ACL,VO6183,BRAKE HOSE,,,1,1,91.66,0,892400,91.66,44.16,44.16,44.16
3259,ACL,VO6187,BRAKE CABLE,,,0,0,86.93,0,892700,86.93,45.23,45.23,45.85
3260,ACL,VO6261,BRAKE PEDAL POSITION SENSOR,,,0,0,167.42,0,893100,167.42,108.82,108.82,108.82
3261,ACL,VO6351,ABS RING,,,1,1,23.85,0,893400,23.85,15.5,15.5,15.5
3262,ACL,VO6395,ABS SENSOR,,,0,0,170.71,0,893700,170.71,82.28,82.28,82.28
3263,ACL,VO6400,"ABS Sensor, Front R/S",,,0,0,107.14,0,894000,107.14,75.44,75.44,56.31
3264,ACL,VO6401,LH FT ABS SENSOR,,,1,1,94,0,894300,94,61.1,61.1,61.1
3265,ACL,VO-6710,BRAKE HOSE,,,0,0,27.14,0,894600,27.14,13.3,13.3,13.3
3266,ACL,VO6719,BRAKE HOSE VOLVO,,,2,2,35.31,0,894900,35.31,16.07,16.07,16.07
3267,ACL,VO6812,"Brake Pin Kit, Rear",,,0,0,23.07,0,895200,23.07,8.15,8.15,8.15
3268,ACL,VO6842,SPRING KIT,,,2,2,31.36,0,895500,31.36,11.53,11.53,11.53
3269,ACL,VO-6843,SPRING KIT 17438,,,1,1,25,0,895800,25,11.5,11.5,11.5
3270,ACL,VO6862,"Brake Disc,Front/34422",,,0,0,140,0,896100,140,91,91,91
3271,ACL,VO6903,REAR ROTORS,,,0,0,113.49,0,896500,113.49,73.77,73.77,73.77
3272,ACL,VO6949,"Brake Pads,Front/794",,,0,0,112.37,0,896800,112.37,62.99,62.99,58.99
3273,ACL,VO6966,"Brake Pads,Rear/1095",,,0,0,71.4,0,897100,71.4,52.96,52.96,46.41
3274,ACL,VO6988,REAR PAD,,,0,0,73.02,0,897500,73.02,47.46,47.46,47.46
3275,ACL,VO7004,"Brake Pads, Front/1306",,,0,0,97.6,0,897800,97.6,43.8,43.8,63.44
3276,ACL,VO-7640,Clutch Cable,,,0,0,30,0,898100,30,18.91,18.91,18.91
3277,ACL,VO8468,TAILGATE SHOCK,,,0,0,,0,898500,,16.55,16.55,16.55
3278,ACL,VO8480,SNAP LOCK,,,0,0,2.38,0,898900,2.38,1.55,1.55,1.55
3279,ACL,VO8979,BEIL,,,1,1,68.57,0,899300,68.57,32.5,32.5,32.5
3280,ACL,VO-9010,11.9X1013 VBELT,,,1,1,16.6,0,899600,16.6,5.62,5.62,5.62
3281,ACL,VO9100,IGNITION COIL,,,0,0,,0,899700,,61.73,61.73,61.73
3282,ACL,VO9145,CAMSHAFT POSITION SENSOR,,,0,0,74.06,0,899800,74.06,48.14,48.14,48.14
3283,ACL,VO-9145,CAM POSISION SENSOR,,ACL,0,0,74.06,0,899900,74.06,48.14,48.14,48.14
3284,ACL,VO9221,FUEL PUMP,,,0,0,422.86,0,900200,422.86,222,222,222
3285,ACL,VO9228,BOSH FUEL PUMP,,,0,0,524,0,900400,524,424,424,424
3286,ACL,VO9248,O2 SENSOR,,,0,0,65.47,0,900700,65.47,34.37,34.37,34.37
3287,ACL,VO9265,15062 BOSCH SEN,,,0,0,,0,901000,,,,
3288,ACL,VO-9293,BRAKE LIGHT SWITCH,,,0,0,38.91,0,901300,38.91,20.42,20.42,20.42
3289,ACL,VO9309,FUEL PRESSURE SENSOR,,,0,0,55.2,0,901400,55.2,42,42,42
3290,ACL,VO-9310,Fuel Injection Pressure Sensor,,,1,1,64.8,0,901700,64.8,45,45,45
3291,ACL,VO9312,BOOST PRESSURE SENSOR,,,0,0,165.55,0,902100,165.55,83.55,83.55,83.55
3292,ACL,VO9314,MAP SENSOR,,,0,0,144.64,0,902400,144.64,77,77,77
3293,ACL,VO-9325,COOLANT TEM,,,1,1,61.43,0,902500,61.43,29.65,29.65,29.65
3294,ACL,VO9333,RH HEADLIGHT ASS,,,0,0,175.94,0,902600,175.94,114.36,114.36,114.36
3295,ACL,VO-9460,"Mirror Glass, RH",,,0,0,101.43,0,902900,101.43,48.99,48.99,48.99
3296,ACL,VO9560,BULB FAILURE RELAY,,,0,0,90.4,0,903000,90.4,58.76,58.76,58.76
3297,ACL,VO9601,"Wiper Motor,Rear",,,0,0,282.86,0,903300,282.86,169.5,169.5,149.53
3298,ACL,VO9604,REAR WIPER MOTOR,,,0,0,244.69,0,903400,244.69,159.05,159.05,159.05
3299,ACL,VO-9605,REAR WIPER MOTOR,,,0,0,239.23,0,903500,239.23,155.5,155.5,155.5
3300,ACL,VO-9650,Rear Wiper Blade,,,0,0,13.12,0,903900,13.12,8.53,8.53,8.53
3301,ACL,VO-9655,Rear Wiper Blade,,,0,0,20.8,0,904000,20.8,13.52,13.52,13.52
3302,ACL,VO-9656,WIPER BLADE REAR/R14B,,,1,1,15.12,0,904100,15.12,9.83,9.83,9.83
3303,ACL,VO-9661,30784428 WIPER BLADE SET,,,0,0,53.85,0,904200,53.85,35,35,35
3304,ACL,VO-9663,Windshield Wiper Blade Set,,,0,0,65.58,0,904300,65.58,42.63,42.63,42.63
3305,ACL,VO-9664,Windshield Wiper Blade Set,,,0,0,51.28,0,904400,51.28,33.33,33.33,33.33
3306,ACL,VO-9665,WIPER BLADE,,,0,0,63.58,0,904500,63.58,41.33,41.33,41.33
3307,ACL,VO9700,WIPER ARM,,,0,0,21.48,0,904800,21.48,13.96,13.96,13.96
3308,ACL,VO-9752,Windshield Washer Pump,,,0,0,20.66,0,905100,20.66,10.12,10.12,10.12
3309,ACL,VO9753,WAHER PUMP,,,0,0,20.71,0,905500,20.71,13.46,13.46,13.46
3310,ACL,VO9783,Blower Motor Resistor,,,0,0,119,0,905600,119,91.25,91.25,91.25
3311,ACL,VO9961,WIPER SET,,ACL,0,0,50,0,905900,50,35,35,35
3312,ACL,VO-1071A,V.C. Gasket,,,0,0,21.43,0,906200,21.43,7.1,7.1,7.1
3313,ACL,VO4709A,TRW EV330,,,2,2,34,0,906500,34,11.91,11.91,11.91
3314,ACL,VO6872A,"Brake Disc,Front/34207",,,0,0,107.66,0,906800,107.66,56.36,56.36,56.36
3315,ACL,VO1383B,OIL FILTER,,,0,0,,0,907100,,7.25,7.25,7.25
3316,ACL,VO1946B,MOTOR MOUNT BUG,,,1,1,36.23,0,907400,36.23,12.36,12.36,12.36
3317,ACL,VO4709B,TRW EV800623,,,2,2,50,0,907700,50,19.81,19.81,19.81
3318,ACL,VO7004B,"Brake Pads, Front/1306",,,0,0,57.75,0,908100,57.75,45.5,45.5,37.54
3319,ACL,VO9225C,FUEL PUMP ASSEMBLY,,,0,0,216.97,0,908400,216.97,141.03,141.03,141.03
3320,ACL,VO9227C,Models with 72L plastic fuel tan,,ACL,0,0,335.71,0,908700,335.71,164.13,164.13,164.13
3321,ACL,VO1632E,CABIN FILTER,,,2,2,45.4,0,909000,45.4,20.23,20.23,20.273
3322,ACL,VO4279E,BALL JOINT,,,2,2,41.43,0,909300,41.43,28,28,28
3323,ACL,VO5477E,REAR WHEEL BEARING,,,0,0,158.54,0,909400,158.54,103.05,103.05,103.05
3324,ACL,VO4635F,STRUT BOUNT,,,0,0,133.19,0,909700,133.19,70.23,70.23,70.23
3325,ACL,VO6880F,"Brake Disc, Front/34380",,,0,0,94.68,0,910000,94.68,61.54,61.54,61.54
3326,ACL,VO1944FR,"Motor Mount, Front & Rear",,,0,0,123.6,0,910300,123.6,83.5,83.5,80.34
3327,ACL,VO-1286I,VVT--INTAKE,,,0,0,152,0,910400,152,112.56,112.56,112.56
3328,ACL,VO1250K,TIMING BELT KIT,,,0,0,248.85,0,910500,248.85,161.75,161.75,161.75
3329,ACL,VO6987K,"Spring Clip, 4-Pack",,,0,0,20.79,0,910800,20.79,9.46,9.46,9.46
3330,ACL,VO1245K1,TIMING BELT KIT,,,0,0,211.89,0,910900,211.89,137.73,137.73,137.73
3331,ACL,VO1245KWP,TIMING BELT  AND WATER PUMP KI,,,0,0,369.23,0,911200,369.23,168,168,168
3332,ACL,VO465L,SWAYBAR BUSHING,,ACL,0,0,14.29,0,911500,14.29,2.66,2.66,2.66
3333,ACL,VO-1934L,MOTOR MOUNT,,,0,0,165.38,0,911600,165.38,107.5,107.5,107.5
3334,ACL,VO-1378P,OIL FILTER,,,2,2,,0,911700,,12.86,12.86,12.86
3335,ACL,VO1632P,CABIN FILTER FOR W/AC,,,0,0,20.77,0,912100,20.77,13.5,13.5,13.5
3336,ACL,VO2083P,THROTTLE BODY,,,0,0,593.36,0,912400,593.36,332.28,332.28,332.28
3337,ACL,VO2083,THROTTLE BODY,,,0,0,389,0,912400,389,299.75,299.75,299.75
3338,ACL,VO8903P,TENSIONER PULLEY,,,0,0,23.26,0,912700,23.26,15.12,15.12,15.12
3339,ACL,VO-1609R,AIR FILTER,,,1,1,38.73,0,913000,38.73,17.11,17.11,17.11
3340,ACL,VO1800S,OIL COOLER SEAL,,,0,0,,0,913400,,3.82,3.82,3.82
3341,ACL,VO1469T,Thermostat W/Housing,,,0,0,202.6,0,913700,202.6,135.05,135.05,131.69
3342,ACL,VO1949T,ENGINE MOUNT,,,0,0,91.27,0,914000,91.27,43.97,43.97,43.97
3343,ACL,VO7006T,FT PAD,,,0,0,,0,914300,,70.75,70.75,70.75
3344,ACL,9003VP,9003 VISION PLUS BULBS(PAIR),,,0,0,36.91,0,914400,36.91,23.99,23.99,23.99
3345,ACL,1456W,Water Pipe,,,1,1,21.43,0,914700,21.43,7,7,7
3346,ACL,1472W,WATER FLANGE,,,2,2,42.26,0,915000,42.26,21.53,21.53,21.341
3347,ACL,1806W,Boost Pressure Sensor,,,0,0,89.23,0,915100,89.23,58,58,58
3348,ACL,5651W,Rear Coil Spring,,,-1,-1,120,0,915400,120,65,65,65
3349,ACL,9267W,AIR FLOW METER,,,0,0,241.43,0,915700,241.43,132.81,132.81,132.81
3350,ACL,9319W,SPEED SENSOR,,,1,1,81.03,0,916000,81.03,36.72,36.72,36.72
3351,ACL,5W304S,ENGINE OIL 4L TITAN SYNTHATIC,,,0,0,40.81,0,916300,40.81,20,20,20
3352,ACL,5W405S,ENGINE OIL 5L TITAN,,,0,0,55.1,0,916600,55.1,33.95,33.95,27
3353,ACL,X-404,Turbocharger,,,0,0,941.43,0,916900,941.43,470,470,459
3354,ACL,X411,TURBO,,,1,1,"1,140.89",0,917200,"1,140.89",898.25,898.25,898.25
3355,ACL,X-456,CV Driveshaft with Joints RIGH,,,0,0,222.57,0,917500,222.57,124.6,124.6,124.6
3356,ACL,X499,"CV Driveshaft with Joints,Right",,,0,0,207.14,0,917800,207.14,125,125,108
3357,ACL,X500,"CV Driveshaft with Joints,Left",,,0,0,207.14,0,918100,207.14,125,125,108
3358,ACL,X506,CV SHAFT,,,1,1,121.43,0,918400,121.43,49,49,49
