parts_id,Line,Part,Description,Loc,Mfg,QOH,Qty  Available,Retail,Committed Qty,Seq #,Retail Alt,Repl Cost,Repl Cost Alt,Avg Cost Prc
3359,ACL,X521,CV SHAFT,,ACL,0,0,192.86,0,918700,192.86,100,100,100
3360,ACL,X-570,LEFT 6SP 1.8L GTI /NCV72113,,,0,0,166.17,0,919000,166.17,95,95,95
3361,ACL,X588,CV Driveshaft with Joints,,,0,0,138.46,0,919300,138.46,105,105,90
3362,ACL,X861,STARTER,,,0,0,279.81,0,919600,279.81,176.4,176.4,176.4
3363,ACL,X-915,NEW ALTERNATOR,,,0,0,492.31,0,919700,492.31,320,320,320
3364,ACL,X922,ALTERNATOR 12038,,,1,1,250,0,920000,250,203,203,203
3365,ACL,X924,ALTERNATOR,,,1,1,412.86,0,920300,412.86,181.88,181.88,181.88
3366,ACL,X928,STARTER,,,0,0,292.86,0,920600,292.86,133.6,133.6,133.6
3367,ACL,X942,ALTERNATER,,,1,1,282.86,0,920900,282.86,139.3,139.3,139.3
3368,ACL,X951,STARTER,,,0,0,425.71,0,921200,425.71,209,209,209
3369,ACL,X-954,STARTER,,,0,0,315,0,921300,315,235,235,235
3370,ACL,X975,STARTER,,,0,0,264.62,0,921400,264.62,172,172,172
3371,ACL,X978,STARTER,,,0,0,308.93,0,921700,308.93,107.17,107.17,107.17
3372,ACL,X0289,ALTERNATOR,,,0,0,627.54,0,922000,627.54,217.69,217.69,217.69
3373,ACL,X0310,ALTERNATOR,,,0,0,580.36,0,922300,580.36,201.33,201.33,201.33
3374,ACL,X0492,"Starter SR0492X, N51/N52/N54",,,0,0,244,0,922400,244,173.4,173.4,173.4
3375,ACL,1712X,AC COMPRESSOR,,,0,0,378.57,0,922700,378.57,198.99,198.99,198.99
3376,ACL,X8914,ALTERNATOR,,,0,0,869.64,0,923000,869.64,301.68,301.68,301.68
3377,ACL,X8929,ALTERNATOR,,,1,1,335.71,0,923300,335.71,155.7,155.7,155.7
3378,ACL,X00191,Alternator,,,0,0,484.29,0,923600,484.29,332,332,332
3379,ACL,X00551,Alternator,,,0,0,487.26,0,923900,487.26,378.35,378.35,316.72
3380,ACL,X00609,ALTERNATOR,,,0,0,711.43,0,924200,711.43,335.51,335.51,335.51
3381,ACL,X0698R,ALTERNATOR,,,0,0,730,0,924200,730,630,630,630
3382,ACL,X00826,ALTERNATOR,,,0,0,533.85,0,924600,533.85,347,347,347
3383,ACL,X04732,STEERING RACK,,,0,0,"1,321.43",0,924900,"1,321.43",790,790,790
3384,ACL,X10006,ALTERNATOR,,,0,0,560,0,925200,560,476.8,476.8,476.8
3385,ACL,X11001,STARTER,,,0,0,395.23,0,925600,395.23,256.9,256.9,256.9
3386,ACL,X-11003,STARTER,,,0,0,238,0,925900,238,154.7,154.7,154.7
3387,ACL,X20615,ALTERNATOR,,,0,0,736.07,0,926200,736.07,386.44,386.44,386.44
3388,ACL,X201490,STARTER,,,0,0,225,0,926500,225,176.14,176.14,176.14
3389,ACL,X206412,ALTERNATOR,,,0,0,411.01,0,926800,411.01,237.71,237.71,237.71
3390,ACL,X407A,TURBOCHARGER,,,0,0,"1,996.92",0,927100,"1,996.92","1,298.00","1,298.00","1,298.00"
3391,ACL,X571A,CV AXLE SHAFT,,,1,1,178.57,0,927400,178.57,107.1,107.1,107.1
3392,ACL,X620A,REAR PROP SHAFT,,,0,0,992.86,0,927700,992.86,589,589,589
3393,ACL,X800A,Automotive Part Department,,,0,0,177.57,0,928000,177.57,147.49,147.49,87.01
3394,ACL,X-785B,BSH STARTER,,,0,0,270.38,0,928100,270.38,175.75,175.75,175.75
3395,ACL,X926B,BOSCH ALTERNATOR,,,0,0,361.54,0,928400,361.54,235,235,235
3396,ACL,X619C,HANGER BEARING,,,0,0,189.95,0,928800,189.95,123.47,123.47,123.47
3397,ACL,X-619G,Hanger Bearing,,,0,0,165.71,0,929100,165.71,90,90,90
3398,ACL,6827Z,Front Brake Disc,,,0,0,153.85,0,929200,153.85,100,100,100
3399,ACL,6828Z,FT ROTOR JASON!!!!!!!!!!!!,,,4,4,140,0,929500,140,60.83,60.83,60.83
3400,ACL,6833Z,"Brake Disc,Front320x30mm/34406",,,2,2,116.92,0,929800,116.92,66.21,66.21,66.21
3401,ACL,6844Z,FT ROTORS,,,2,2,141.45,0,930200,141.45,74,74,74
3402,ACL,6845Z,"Brake Disc,Front/34143",,,0,0,71.2,0,930500,71.2,43,43,46.28
3403,ACL,6846Z,"Brake Disc,Rear300x12mm/34403",,,2,2,95,0,930800,95,45,45,45
3404,ACL,6849Z,ZIMMERMANN ROTOR,,,0,0,149.23,0,930900,149.23,97,97,97
3405,ACL,6850Z,ZIMMERMANN ROTOR,,,0,0,149.23,0,931000,149.23,97,97,97
3406,ACL,6851Z,FRONT ROTOR,,,0,0,101.43,0,931300,101.43,51,51,51
3407,ACL,6852Z,"Brake Disc,Front 312x25mm/34279",,,2,2,91.25,0,931600,91.25,54,54,54
3408,ACL,6868Z,FT ROTOR,,ACL,0,0,117.94,0,931900,117.94,66,66,66
3409,ACL,6876Z,REAR ROTOR,,,0,0,68.09,0,932200,68.09,34.45,34.45,34.45
3410,ACL,6877Z,"Brake Disc,Rear Brake Disc/34399",,,0,0,64.62,0,932500,64.62,39,39,42
3411,ACL,6884Z,ZIMMERMANN ROTOR JASON!!!!,,ACL,0,0,112.78,0,932800,112.78,69.65,69.65,69.65
3412,ACL,6885Z,Rear Brake Disc,,,0,0,55.57,0,932900,55.57,36.12,36.12,36.12
3413,ACL,6902Z,BRAKE ROTOR,,,2,2,55,0,933200,55,23.5,23.5,23.5
3414,ACL,1094B,PCV Valve,,,1,1,40,0,1094B,40,26,26,26
3415,ACL,1094T,PCV VALE,,,0,0,18.46,0,1094T,18.46,12,12,12
3416,ACL,1306C,Intake Valve,,,0,0,18.46,0,1306C,18.46,12,12,12
3417,ACL,1330G,Timing Chain Lower centre.,,,0,0,86.15,0,1330G,86.15,56,56,56
3418,ACL,1330J,Timing Chain Centre Upper,,,0,0,84.62,0,1330J,84.62,55,55,55
3419,ACL,1330K,Timing Chain Left,,,0,0,72.31,0,1330K,72.31,47,47,47
3420,ACL,1330L,Timing Chain Right,,,0,0,68.46,0,1330L,68.46,44.5,44.5,44.5
3421,ACL,1356C,Exhaust Valve,,,0,0,20,0,1356C,20,13,13,13
3422,ACL,1580K,Air Filter,,,1,1,26.15,0,1580K,26.15,17,17,17
3423,ACL,1619F,Exhaust Manifold Gasket,,,0,0,6.92,0,1619F,6.92,4.5,4.5,4.5
3424,ACL,1672D,EGR VALVE,,,0,0,335,0,1672D,335,250,250,250
3425,ACL,1673B,EGR Filter Gasket,,,0,0,7.62,0,1673B,7.62,4.95,4.95,4.95
3426,ACL,1689A,EGR Filter,,,0,0,361.54,0,1689A,361.54,235,235,235
3427,ACL,1717B,Injector Repair Kit,,,0,0,,0,1717B,,11.5,11.5,
3428,ACL,1808V,BELT TENSIONER,,,0,0,285,0,1808V,285,200,200,200
3429,ACL,3938G,A/T Pan Gasket,,,0,0,66.15,0,3938G,66.15,43,43,43
3430,ACL,3938H,A/T Filter Seal,,,0,0,41.54,0,3938H,41.54,27,27,27
3431,ACL,3940E,A/T Filter,,,1,1,53.85,0,3940E,53.85,35,35,35
3432,ACL,5700S,O-Ring,,,0,0,1.92,0,5700S,1.92,1.25,1.25,1.25
3433,ACL,6852X,"Brake Disc,Front",,,0,0,129.65,0,6852X,129.65,99.69,99.69,99.69
3434,ACL,6883Z,ZIMERMMANN ROTOR,,,2,2,39.5,0,6883Z,39.5,27,27,27
3435,ACL,6909Z,BRAKE ROTOR,,,0,0,66.84,0,6909Z,66.84,46.84,46.84,46.84
3436,ACL,6916L,TRW PADS,,,0,0,94.8,0,6916L,94.8,61.62,61.62,61.62
3437,ACL,8595A,Bowden Cable,,,0,0,60,0,8595A,60,39,39,39
3438,ACL,9039W,2011 AUDI Q5 TENSIONER,,,1,1,69.23,0,9039W,69.23,45,45,45
3439,ACL,9140A,"Knock Sensor Grey, 660MM",,,0,0,61.54,0,9140A,61.54,40,40,40
3440,ACL,9255L,OXYGEN SENSOR JASON!!!!!,,,2,2,76.92,0,9255L,76.92,50,50,50
3441,ACL,9267T,MASS AIR FLOW SENSOR JASON!!!!,,,1,1,175.38,0,9267T,175.38,114,114,114
3442,ACL,9297F,Radiator Fan Control Module,,,0,0,126.15,0,9297F,126.15,82,82,82
3443,ACL,5630B,RE. SHOCK,,,0,0,65,0,1.00E+14,65,48,48,48
3444,ACL,M93202,CAM POSITION SENSOR,,ACL,0,0,78.5,0,1.00E+14,78.5,54.05,54.05,54.05
3445,ACL,1099P,OIL PAN,,,0,0,89.47,0,1.00E+14,89.47,67.47,67.47,67.47
3446,ACL,1997,LH.MOTOR MOUNT,,,0,0,53,0,1.00E+14,53,39.54,39.54,39.54
3447,ACL,VO6709,FT BRAKE HOSE,,,0,0,20.45,0,1.00E+14,20.45,13.29,13.29,13.29
3448,ACL,9595,WIPER MOTOR,,,0,0,165,0,1.00E+14,165,150,150,150
3449,ACL,6848Z,FT.RH.ZIMMERMANN ROTOR,,,0,0,116.47,0,1.00E+14,116.47,87.35,87.35,87.35
3450,ACL,6847Z,FT. LH. ZIMMERMANN ROTOR,,,0,0,116.47,0,1.00E+14,116.47,87.35,87.35,87.35
3451,ACL,B92201,IGNITION SWITCH,,,0,0,79.98,0,1.00E+14,79.98,59.4,59.4,59.4
3452,ACL,X01949,STARTER,,,0,0,350,0,1.00E+14,350,224.47,224.47,172.77
3453,ACL,B0430A,"ELECTRIC WATER PUMP,JASON!",,,1,1,565,0,1.00E+14,565,334.3,334.3,309.63
3454,ACL,1005A,REAR MAIN SEAL,,,0,0,38,0,1.00E+14,38,29,29,29
3455,ACL,B-3286,CONTROL ARM BUSHING,,,0,0,42.86,0,1.00E+14,42.86,30.9,30.9,30.9
3456,ACL,VO9137,VOLVO ENGINE SPEED SENSOR,,,1,1,56.66,0,1.00E+14,56.66,39.66,39.66,39.66
3457,ACL,B14717,Engine Mount,,,0,0,81.8,0,1.00E+14,81.8,56.7,56.7,56.7
3458,ACL,M91076,SPARK PLUG,,,0,0,,0,1.00E+14,,12.45,12.45,12.45
3459,ACL,5582,Rear Shock,,,0,0,129.33,0,1.00E+14,129.33,97,97,97
3460,ACL,SM33002,Clutch Kit,,,0,0,380.49,0,1.00E+14,380.49,304.39,304.39,304.39
3461,ACL,B4209,FT SENSOR,,,2,2,21.23,0,1.00E+14,21.23,13.8,13.8,13.8
3462,ACL,B4210,REAR SENSOR 10036,,,2,2,21.69,0,1.00E+14,21.69,7.75,7.75,9.338
3463,ACL,3950,RH AT OUTPUT SEAL,,,1,1,,0,1.00E+14,,15,15,15
3464,ACL,M11013,GASKET,,,0,0,12,0,1.00E+14,12,6.25,6.25,6.25
3465,ACL,VO-6720,"Brake Hose, Rear",,,2,2,19.99,0,1.00E+14,19.99,10.51,10.51,10.51
3466,ACL,3018H,Dual Mass Flywheel (DMF),,,0,0,,0,1.00E+14,,525,525,525
3467,ACL,P9790,RADIATOR FAN ASSM.,,,0,0,395,0,1.00E+14,395,326.24,326.24,326.24
3468,ACL,7700B,THROTTLE PEDAL,,,0,0,207,0,1.00E+14,207,165.28,165.28,165.28
3469,ACL,1766AS,VACUUM PUMP SEAL,,,0,0,,0,1.00E+14,,5.5,5.5,5.5
3470,ACL,1766AT,VACUUM PUMP SEAL,,,0,0,,0,1.00E+14,,2,2,2
3471,ACL,5304,RIGHT REAR STUB AXLE,,,0,0,,0,1.00E+14,,37.09,37.09,37.09
3472,ACL,5303,REAR LEFT STUB AXLE,,,0,0,,0,1.00E+14,,37.09,37.09,37.09
3473,ACL,6196,BRAKE CABLES,,,0,0,,0,1.00E+14,,11.73,11.73,11.73
3474,ACL,1387P,OIL COOLER GASKET,,,0,0,8.9,0,1.00E+14,8.9,4.5,4.5,4.5
3475,ACL,MN61004,"Brake Disc, FRONT",,,0,0,72.99,0,1.00E+14,72.99,57.6,57.6,57.6
3476,ACL,LR6922B,FRONT BRAKE PAD,,,0,0,98.8,0,1.00E+14,98.8,70.58,70.58,70.58
3477,ACL,M89062,LIFT SUPPORT,,,0,0,48,0,1.00E+14,48,32,32,32
3478,ACL,MN28953,HANGER,,,0,0,15.25,0,1.00E+14,15.25,9.9,9.9,9.9
3479,ACL,MN28951,HANGER KIT,,,0,0,52,0,1.00E+14,52,40.99,40.99,40.99
3480,ACL,M11750KIT,INTAKE MANIFOLD MODULE RE. KIT,,,0,0,,0,1.00E+14,,237,237,237
3481,ACL,B97007,Ballast / Igniter,,,0,0,217.87,0,1.00E+14,217.87,163.4,163.4,163.4
3482,ACL,1444C,QUICK CONNECT RAD STRAIGHT,,,1,1,20,0,1.00E+14,20,13.32,13.32,13.32
3483,ACL,1030K,GSKT SET - CYL HD,,,0,0,199,0,1.00E+14,199,125,125,125
3484,ACL,M22664,FUEL PUMP,,,0,0,,0,1.00E+14,,160,160,160
3485,ACL,B-2125,CLUTCH MASTER CYLINDER,,,0,0,279.55,0,1.00E+14,279.55,86.8,86.8,86.8
3486,ACL,VO-4712M,INNER TIE ROD,,,0,0,,0,1.00E+14,,14.5,14.5,14.5
3487,ACL,6993L,Rear Brake Pads,,,1,1,58.67,0,1.00E+14,58.67,44,44,44
3488,ACL,B67111,FRT LEFT CALIPER,,,0,0,87,0,1.00E+14,87,60.69,60.69,60.69
3489,ACL,B67112,FRT RIGHT CALIPER,,,0,0,87,0,1.00E+14,87,60.69,60.69,60.69
3490,ACL,1454U,BEHR THERMOSTATS,,,0,0,,0,1.00E+14,,12.49,12.49,12.49
3491,ACL,1454V,INZI THERMOSTAT HOUSING,,,0,0,,0,1.00E+14,,12.45,12.45,12.45
3492,ACL,1387L,OIL COOLER SEAL,,,1,1,9.23,0,1.00E+14,9.23,6,6,6
3493,ACL,4635,BUMP STOP,,,0,0,,0,1.00E+14,,5,5,5
3494,ACL,4632,DUST BOOT,,,0,0,,0,1.00E+14,,6.5,6.5,6.5
3495,ACL,M17656,BELT PULLEY,,,1,1,,0,1.00E+14,,22,22,22
3496,ACL,M17642A,IDLER PULLEY,,,1,1,,0,1.00E+14,,14,14,14
3497,ACL,M69802,WHEEL BOLT,,,0,0,,0,1.00E+14,,4.54,4.54,4.54
3498,ACL,8520B,RH FT WINDOW REGULATOR,,,0,0,,0,1.00E+14,,70,70,70
3499,ACL,M47455,TIE ROD END. RIGHT,,,0,0,59.49,0,1.00E+14,59.49,38.67,38.67,38.67
3500,ACL,B17221,Serpentine Belt 8PK1478,,,1,1,49.39,0,1.00E+14,49.39,36.9,36.9,36.9
3501,ACL,MN14702,ENGINE MOUNT,,,0,0,,0,1.00E+14,,141.3,141.3,141.3
3502,ACL,M25000,SHUT OFF VALVE,,,0,0,,0,1.00E+14,,219.93,219.93,219.93
3503,ACL,MN33505,FLYWHEEL,,,0,0,856.9,0,1.00E+14,856.9,756.9,756.9,756.9
3504,ACL,LR6891F,REAR BRAKE ROTOR,,,0,0,127,0,1.00E+14,127,78.01,78.01,78.01
3505,ACL,8520R,Window Regulator,,,0,0,72,0,1.00E+14,72,54,54,54
3506,ACL,B23151,ADJUSTER UNIT,,,0,0,,0,1.00E+14,,224.1,224.1,224.1
3507,ACL,B4310C,LEFT FRONT ROTOR,,,0,0,,0,1.00E+14,,265.8,265.8,265.8
3508,ACL,B4310D,RIGHT FRONT ROTOR,,,0,0,,0,1.00E+14,,265.8,265.8,265.8
3509,ACL,B4333B,REAR LEFT,,,0,0,,0,1.00E+14,,234.8,234.8,234.8
3510,ACL,B4333C,REAR RIGHT ROTOR,,,0,0,,0,1.00E+14,,234.8,234.8,234.8
3511,ACL,B68269,REAR BRAKE SENSOR,,,0,0,,0,1.00E+14,,13.9,13.9,13.9
3512,ACL,LR4762L,LEFT OUTER TIE ROD,,,0,0,31.15,0,1.00E+14,31.15,20.25,20.25,20.25
3513,ACL,1003T,FR CRANK SEAL,,,0,0,,0,1.00E+14,,6,6,6
3514,ACL,B49040,COIL SPRING,,,0,0,125,0,1.00E+14,125,61.4,61.4,61.4
3515,ACL,M43050M,"CONTROL ARM W/BJ, LOWER L/R",,,2,2,138,0,1.00E+14,138,90,90,90
3516,ACL,1721A,FUEL INJECTOR,,,0,0,,0,1.00E+14,,120,120,120
3517,ACL,M22951,CHANGE OVER VALVE,,,0,0,41.54,0,1.00E+14,41.54,27,27,27
3518,ACL,M25080,EGR VALVE,,,0,0,,0,1.00E+14,,172,172,172
3519,ACL,1242,Timing Belt,,,0,0,55.29,0,1.00E+14,55.29,40.8,40.8,40.8
3520,ACL,B46325,FL Strut/Shock Absorber,,,0,0,250,0,1.00E+14,250,164.2,164.2,
3521,ACL,SP17601,Belt Pulley,,,0,0,15.38,0,1.00E+14,15.38,10,10,10
3522,ACL,9774B,AC PRESSUR SENSOR,,,0,0,,0,1.00E+14,,45,45,45
3523,ACL,SP42020,WHEEL BEARING KIT,,,0,0,,0,1.00E+14,,222.75,222.75,222.75
3524,ACL,SP34919,DRIVESHAFT SUPPORT,,,0,0,,0,1.00E+14,,87.81,87.81,87.81
3525,ACL,M62046T,BRAKE PAD,,,0,0,82.5,0,1.00E+14,82.5,65.87,65.87,65.87
3526,ACL,M63647,BRAKE ROTOR,,,0,0,82.5,0,1.00E+14,82.5,66,66,66
3527,ACL,VO1288,VARIABLE VALVE TIMING SOLENO,,,0,0,,0,1.00E+14,,99.95,99.95,99.95
3528,ACL,P1426K,COOLANT UPGRADE KIT,,,0,0,,0,1.00E+14,,473.28,473.28,473.28
3529,ACL,M68015,FT BRAKE HOSE,,,1,1,,0,1.00E+14,,14.1,14.1,14.1
3530,ACL,B2150,Shifter Rod Seal,,,1,1,10,0,1.00E+14,10,4.1,4.1,4.1
3531,ACL,SM41011,BALL JOINT,,,0,0,,0,1.00E+14,,33,33,33
3532,ACL,SP34917,Driveshaft Support,,,0,0,214.29,0,1.00E+14,214.29,150.15,150.15,150.15
3533,ACL,1450,UPPER RAD HOSE,,,0,0,,0,1.00E+14,,35,35,35
3534,ACL,B22903,Gasket For Secondary Air VALVE,,,0,0,4,0,1.00E+14,4,1.4,1.4,1.4
3535,ACL,B34405,OUTPUT SHAFT SEAL,,,-1,-1,,0,1.00E+14,,8.4,8.4,8.4
3536,ACL,VO-9229,FUEL PUMP,,,0,0,165.6,0,1.00E+14,165.6,114.49,114.49,114.49
3537,ACL,M68403,LH FT ABS SENSOR,,,1,1,,0,1.00E+14,,39.17,39.17,39.17
3538,ACL,4325D,LOWER CONTROL ARM FRONT,,,0,0,218.16,0,1.00E+14,218.16,160,160,160
3539,ACL,M68051,REAR BRAKE HOSE,,,2,2,26.28,0,1.00E+14,26.28,17.08,17.08,17.08
3540,ACL,M63109,REAR ROTOR,,,0,0,,0,1.00E+14,,99,99,99
3541,ACL,VO5514,REAR COIL SPRINGS,,,0,0,,0,1.00E+14,,66.75,66.75,66.75
3542,ACL,VO-5551,Rear shocks,,,0,0,206.3,0,1.00E+14,206.3,165.62,165.62,165.62
3543,ACL,P1411A,WATER PUMP,,,0,0,192.49,0,1.00E+14,192.49,143.96,143.96,143.96
3544,ACL,LR4721,Tie Rod. Inner,,,0,0,35.17,0,1.00E+14,35.17,22.86,22.86,22.86
3545,ACL,1085,Engine Oil Cap,,,0,0,16.91,0,1.00E+14,16.91,9.69,9.69,9.69
3546,ACL,M56010,REAR SHOCK,,,0,0,121.52,0,1.00E+14,121.52,73.22,73.22,73.22
3547,ACL,B-4113,"Brake Hose, REAR",,,2,2,,0,1.00E+14,,10.4,10.4,10.4
3548,ACL,M17501,Tensioner Damper,,,0,0,67.89,0,1.00E+14,67.89,44.13,44.13,44.13
3549,ACL,4590,FT COIL SPRING,,,-2,-2,,0,1.00E+14,,45,45,45
3550,ACL,M93204,CAM P/SENSOR,,,0,0,117.33,0,1.00E+14,117.33,93.47,93.47,93.47
3551,ACL,M62240,FRT BRAKE PAD,,,1,1,46,0,1.00E+14,46,24.14,24.14,24.14
3552,ACL,M30802,REAR BRAKE PAD,,,0,0,25,0,1.00E+14,25,13.01,13.01,13.01
3553,ACL,M63020,REAR BRAKE ROTOR,,,0,0,38,0,1.00E+14,38,26,26,26
3554,ACL,LR4472,REA BERING,,,0,0,70,0,1.00E+14,70,48,48,48
3555,ACL,LR4261,"Control Arm, Lower Left",,,1,1,320,0,1.00E+14,320,239.48,239.48,239.48
3556,ACL,LR4262,"Control Arm, Lower Right",,,1,1,320,0,1.00E+14,320,239.48,239.48,239.48
3557,ACL,M69000,Caliper Bolt,,,0,0,3,0,1.00E+14,3,1.95,1.95,1.95
3558,ACL,4988C,CV Boot Kit,,,-1,-1,24.28,0,1.00E+14,24.28,17,17,17
3559,ACL,4988D,CV Boot Kit,,,0,0,52,0,1.00E+14,52,38.94,38.94,38.94
3560,ACL,4967C,CV Boot Kit,,,0,0,11.45,0,1.00E+14,11.45,8,8,8
3561,ACL,4967H,CV Boot Kit,,,0,0,16,0,1.00E+14,16,11,11,11
3562,ACL,VO4594,FT COIL SPRING(PAIR SELL),,,0,0,150,0,1.00E+14,150,102.16,102.16,102.16
3563,ACL,B69458,Lock Ring,,,0,0,8,0,1.00E+14,8,4.2,4.2,4.2
3564,ACL,M17259,BELT 6PK2257,,,0,0,36,0,1.00E+14,36,23.2,23.2,23.2
3565,ACL,B67342,Brake Caliper - REAR RIGHT,,,0,0,84.28,0,1.00E+14,84.28,58.65,58.65,58.65
3566,ACL,B-4120,BRAKE HOSE REAR RIGHT,,,0,0,46,0,1.00E+14,46,34.3,34.3,34.3
3567,ACL,: B-3787,REAR COIL SPRING,,,0,0,,0,1.00E+14,,,,
3568,ACL,M47464,"Tie Rod End, OUTER RH",,,1,1,,0,1.00E+14,,47.7,47.7,47.7
3569,ACL,6791C,Front Caliper Carrier,,,0,0,60,0,1.00E+14,60,40,40,40
3570,ACL,B72003,WATER VALVE,,,0,0,,0,1.00E+14,,205.5,205.5,205.5
3571,ACL,VO-1519,Expansion Tank,,,0,0,,0,1.00E+14,,26.25,26.25,26.25
3572,ACL,1691,SUCTION PUMP HOSE,,,0,0,,0,1.00E+14,,4,4,4
3573,ACL,1691H,BREATHER HOSE,,,0,0,7.89,0,1.00E+14,7.89,4,4,4
3574,ACL,SP15760G,Fan Clutch w/ Blades,,,0,0,265,0,1.00E+14,265,219,219,219
3575,ACL,X-969,BOSH STARTER,,,0,0,252.5,0,1.00E+14,252.5,202,202,202
3576,ACL,9322,ABS RETAINING SLEEVE,,,-1,-1,,0,1.00E+14,,10,10,10
3577,ACL,MN89002,Hatch Shock,,,0,0,34.49,0,1.00E+14,34.49,23.4,23.4,23.4
3578,ACL,M16708,Thermostat,,,0,0,24.23,0,1.00E+14,24.23,15.75,15.75,15.75
3579,ACL,SP62023A,FRNT BRAKE PAD,,,0,0,85.6,0,1.00E+14,85.6,59.88,59.88,59.88
3580,ACL,B54658,Supporting Cup,,,0,0,7.38,0,1.00E+14,7.38,4.8,4.8,4.8
3581,ACL,M61309B,FT ROTOR,,,0,0,,0,1.00E+14,,540,540,540
3582,ACL,M63212,REAR ROTOR,,,0,0,,0,1.00E+14,,117,117,117
3583,ACL,6771,LEFT REAR SHIELD,,,0,0,,0,1.00E+14,,16,16,16
3584,ACL,6772,RIGHT REAR SHIELD,,,0,0,,0,1.00E+14,,16,16,16
3585,ACL,B-8106B,Blower Motor Assembly,,,0,0,183.2,0,1.00E+14,183.2,128.2,128.2,128.2
3586,ACL,M47951,"Tie Rod End, Inner",,,0,0,,0,1.00E+14,,45.56,45.56,45.56
3587,ACL,SP68411,"ABS Sensor, FRONT",,,0,0,77.15,0,1.00E+14,77.15,53.31,53.31,53.31
3588,ACL,SP68311,"ABS Sensor, REAR",,,0,0,104.31,0,1.00E+14,104.31,72.31,72.31,72.31
3589,ACL,9156,Ignition Switch,,,0,0,30.28,0,1.00E+14,30.28,12.85,12.85,12.85
3590,ACL,9150,Ignition Lock w. Keys,,,0,0,68.25,0,1.00E+14,68.25,8,8,8
3591,ACL,SP67763,Brake Shoe Kit,,,0,0,,0,1.00E+14,,46.91,46.91,46.91
3592,ACL,1476P,PLUG,,,0,0,,0,1.00E+14,,0.41,0.41,0.41
3593,ACL,M28428,REAR MUFFLER,,,0,0,,0,1.00E+14,,142.04,142.04,142.04
3594,ACL,M16270,WATER PUMP,,,0,0,,0,1.00E+14,,112.2,112.2,112.2
3595,ACL,LR8903,Serpentine Belt Tensioner,,,0,0,100,0,1.00E+14,100,69,69,69
3596,ACL,VO4470K,FT WHEEL BEARING,,,2,2,23.48,0,1.00E+14,23.48,15.26,15.26,15.26
3597,ACL,LR8900,Serpentine Belt Tensioner,,,0,0,95.62,0,1.00E+14,95.62,60.62,60.62,60.62
3598,ACL,B67576,Brake Caliper Clip,,,0,0,,0,1.00E+14,,3.9,3.9,3.9
3599,ACL,VO-1538,LEAK DETECTION PUMP,,,0,0,110,0,1.00E+14,110,91.49,91.49,91.49
3600,ACL,B11950,HEAD BOLT SET,,,0,0,,0,1.00E+14,,34.3,34.3,34.3
3601,ACL,SP71203,BLOWER RESISTOR,,,0,0,,0,1.00E+14,,66,66,66
3602,ACL,M71600,HVAC Actuator,,,0,0,143.49,0,1.00E+14,143.49,99.3,99.3,99.3
3603,ACL,VO-1519B,Expansion Tank,,,0,0,,0,1.00E+14,,31.13,31.13,
3604,ACL,VO-9316,Coolant Level Sensor,,,0,0,30,0,1.00E+14,30,19.76,19.76,19.76
3605,ACL,LR1405T,OIL COOLER TUBE,,,1,1,,0,1.00E+14,,26.73,26.73,26.73
3606,ACL,LR1405S,WATER PUMP SEAL,,,1,1,,0,1.00E+14,,9.1,9.1,9.1
3607,ACL,9782A,SECONDARY AIR PUMP,,,0,0,,0,1.00E+14,,175,175,175
3608,ACL,9229V,FUEL PUMP,,,0,0,356,0,1.00E+14,356,285,285,285
3609,ACL,1610A,AIR FILTER,,,2,2,,0,1.00E+14,,20.5,20.5,20.5
3610,ACL,X04742,Steering Rack 164 460 03 00,,,0,0,,0,1.00E+14,,985,985,985
3611,ACL,J5601,REAR SHOCK,,,0,0,,0,1.00E+14,,135.64,135.64,135.64
3612,ACL,6861Z,Front Brake Disc 288MM,,,0,0,70,0,1.00E+14,70,46,46,46
3613,ACL,B29407,Exhaust Temperature Sensor,,,0,0,115.25,0,1.00E+14,115.25,79.9,79.9,79.9
3614,ACL,B97806,Turn signal Bulb,,,1,1,40.1,0,1.00E+14,40.1,30.1,30.1,30.1
3615,ACL,VO-1424,UPPER RADIATOR HOSE,,,0,0,66,0,1.00E+14,66,45.61,45.61,45.61
3616,ACL,LR4263,LEFT Upper control arm,,,0,0,165,0,1.00E+14,165,110.46,110.46,110.46
3617,ACL,LR4264,RIGHT UPPER CONTROL ARM,,,0,0,165,0,1.00E+14,165,110.46,110.46,110.46
3618,ACL,SP54102,REAR SW LINK,,,0,0,,0,1.00E+14,,18.16,18.16,18.16
3619,ACL,B22838,VENT PIPE,,,0,0,,0,1.00E+14,,22.5,22.5,22.5
3620,ACL,B0049,OIL FILLER CAP,,,0,0,10,0,1.00E+14,10,5.3,5.3,5.3
3621,ACL,B34205,Driveshaft Hanger / Bearing,,,0,0,93.3,0,1.00E+14,93.3,64.3,64.3,64.3
3622,ACL,VO-8500,Window Guide,,,0,0,4,0,1.00E+14,4,1.99,1.99,1.99
3623,ACL,M49040,"Coil Spring, FRONT",,,0,0,125,0,1.00E+14,125,90.5,90.5,90.5
3624,ACL,B17802,Belt Tensioner With Pulley,,,0,0,81.49,0,1.00E+14,81.49,56.9,56.9,56.9
3625,ACL,B98009,Headlight Assembly,,,0,0,,0,1.00E+14,,734.3,734.3,734.3
3626,ACL,3934B,A/T FILTER KIT,,,0,0,57.14,0,1.00E+14,57.14,40,40,40
